id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P089,Development Plans,coach,Loading state (route skeleton),low,states,True,2,"A skeleton whose shape and tokens match the live Fairway layout (instrument header + roster table), so first paint doesn't flash a completely different legacy layout.",src/app/golf/(dashboard)/dashboard/development/loading.tsx:4 + src/components/ui/skeleton.tsx:1710-1749,"loading.tsx returns <DevelopmentPageSkeleton/>, which renders the LEGACY layout: `max-w-5xl mx-auto`, three `surface-matte rounded-3xl p-5` cards with `bg-warm-200/60`, `bg-cream-100/75`, focus-area pills. The live redesign path renders PlayersGridView (CoachHelmShell + a RosterHealthHeader InstrumentCluster + a DataTable roster), which has none of this shape. The skeleton uses legacy tokens (warm-*, cream-*, surface-matte, rounded-3xl) that aren't even the Fairway token set.","Author a Fairway-shaped skeleton that mirrors PlayersGridView: a header instrument-cluster block, the segmented + primary-button header actions, and a DataTable skeleton row block (data-table-skeleton already exists). Fork loading.tsx the same way page.tsx forks on isRedesignEnabled(), or replace the shared skeleton entirely. The skeleton must match the real content's structure and tokens.",partial,high,critical,yes,mis-severed,True
P090,Development Plans,coach,?player= deep link (scoped landing),medium,wiring,True,2,"Deep link must actually scope the visible surface to the requested player, matching the 'Showing X' chip and the documented F133 contract.","src/components/fairway/pages/coachhelm/PlayersGridView.tsx:258-261, 704-751","view defaults to 'grid' (L258) and selectedPlayerId is seeded from initialSelectedPlayerId (L261), but nothing switches view to 'areas' for a deep link. The grid branch (L704) renders the DataTable with `data={rosterRows}` (L719) — the FULL unfiltered roster, never scoped by selectedPlayerId. The scoped GoalsSection / CausalWhyPanel / FocusAreaBoard only mount under `view === 'areas'` (L752-793). So arriving at /development?player=<id> shows the whole roster plus a 'Showing <name> / Clear filter","When initialSelectedPlayerId is present, initialize view='areas' (e.g. `useState<'grid'|'areas'>(initialSelectedPlayerId ? 'areas' : 'grid')`) so the deep link lands on the scoped per-player Goals/Causal/Focus-area view. Alternatively, also filter the roster table rows by selectedPlayerId in grid view so the chip is honest. Pick one and make the chip's claim true.",confirmed,high,critical,yes,mis-severed,True
P091,Development Plans,coach,Signals badge count (shell),high,data,False,2,Badge number and its label/aria must refer to the same severity set — no honest-data lie in the nav chrome.,src/app/golf/(dashboard)/dashboard/development/page.tsx:301-302 + src/components/fairway/pages/coachhelm/CoachHelmSubNav.tsx:308,page.tsx: `const signalCount = countsRes.success ? (countsRes.counts?.critical ?? null) : null;` passes the CRITICAL-only count. The subnav renders `aria-label={`${signalCount} unread urgent or high signals`}` (SubNav L308) and the comment (L24-25) says the badge is 'urgent/high open signals'. getAlertCounts only buckets critical/warning/info — so the number shown is critical-only while the label says 'urgent or high'. The badge under-counts and mis-describes its own value.,Either pass the count that matches the label (sum the buckets the label promises) or change the aria-label/comment to 'N critical signals'. The displayed number and its accessible description must denote the same thing.,,,high,no,,
P092,Development Plans,coach,Delete focus area,medium,completeness,True,2,Restore the delete sub-feature (with confirmation) that exists in the action layer and the legacy UI but is missing from the live redesign path.,"src/components/fairway/pages/coachhelm/PlayersGridView.tsx (no deleteFocusArea import/handler) vs src/app/golf/actions/development.ts:211-246 and development-client.tsx:41,423-438","deleteFocusArea is a real, auth-guarded server action (development.ts L211). The legacy fork imports and wires it with a ConfirmDialog (development-client.tsx L41, handleDelete L423, confirmDeleteFocusArea L427). The Fairway PlayersGridView never imports deleteFocusArea and offers no delete affordance anywhere (row actions are only 'Add focus area' + 'View genome'; FocusAreaCard offers Edit/Log/Complete/Outcome but no delete). A coach who mis-assigns a focus area can only mark it complete, not r","Add a Delete action (FocusAreaCard ghost/danger action or a roster/board overflow menu) wired to deleteFocusArea behind a destructive confirm (ModalShell forced-choice), then router.refresh(). Mirrors the legacy capability and Nielsen #3 (user control) + #5 (confirm destructive).",confirmed,high,high,yes,mis-severed,True
P093,Development Plans,coach,Create/Edit modal — cancel discards edits silently,high,nielsen,False,2,Guard against accidental data loss on modal dismiss for a dirty form.,"src/components/fairway/pages/coachhelm/PlayersGridView.tsx:799-815, 1376-1378",FocusAreaModal onOpenChange (L800) and the Cancel button (L1376 `onClick={() => onOpenChange(false)}`) immediately reset the form (L803-805) with no dirty-state check. Escape and scrim-click (ModalShell defaults) also close. A coach who typed a long description/target and mis-clicks the scrim or hits Esc loses all input with no warning or undo (no unsaved-changes guard exists — grep for dirty/confirm/beforeunload returns nothing).,"Track a dirty flag (form !== EMPTY_FORM / !== editing baseline). On close-with-dirty, either confirm ('Discard changes?') or preserve the draft. Nielsen #5 (error prevention) and #3 (user control & freedom).",,,high,no,,
P094,Development Plans,coach,"Outcome-mix header tally (""Did the coaching land?"")",medium,data,False,2,Every recorded outcome (insight-sourced or not) must be reflected in the header outcome mix — no silently-dropped verdicts.,src/components/fairway/pages/coachhelm/PlayersGridView.tsx:326-356 + src/app/golf/actions/development.ts:852-860 + page.tsx:240-250,rosterHealth.outcomeTally reads fa.outcome_status (L328-340). The route only populates outcome_status from the SOURCE INSIGHT join (page.tsx L243-245: `fa.from_insight_id ? outcomeByInsightId[...] : null`). But recordFocusAreaOutcome explicitly supports focus areas with NO from_insight_id (development.ts L852-860 returns a success notice for those). Outcomes recorded on non-insight focus areas are written nowhere readable by this surface — they never appear in the 'Did the coaching land?' Segmen,"Persist the verdict somewhere the surface can read for non-insight focus areas (e.g. an outcome_status column on golf_player_focus_areas, or surface a focus-area-level outcome). Then include those in outcomeTally so every recorded verdict counts.",,,medium,no,,
P095,Development Plans,coach,Create modal — player change does not refresh auto-filled values,medium,data,False,2,"Auto-fill must stay consistent with the currently selected player, not a stale prior selection.","src/components/fairway/pages/coachhelm/PlayersGridView.tsx:411-420, 1250","onAreaTypeChange (L411) computes suggestedMetric + autoCurrentValue from `playerStats[form.player_id]`. But the Player Select onValueChange (L1250) only sets `player_id` — it never re-runs the auto-fill. If a coach picks Area first (auto-filling current_value from player A, or from nobody), then changes the Player, the current_value/target_metric stay stale for the new player. The 'No rounds recorded yet — targets won't auto-fill' hint (L1302) is also keyed to the new player while the numeric fi","On player change, re-run getAreaAutoFill for the current area_type against the new player's stats (or clear current_value), so the snapshot strip and the auto-filled numbers stay consistent with the selected player.",,,medium,no,,
P096,Development Plans,coach,Roster table — double-bordered surface,low,ui-foundation,False,2,"One surface boundary around the roster table, not a nested double border.",src/components/fairway/pages/coachhelm/PlayersGridView.tsx:717-750 + src/components/fairway/data-table/data-table.tsx:313-321,"The table is wrapped in `<Surface padding=""none"" elevation=""border"" className=""overflow-hidden"">` (L717) but DataTable already renders its own `<section>` with `rounded-card border border-border-subtle bg-surface` (data-table.tsx L317). Result: two nested bordered/rounded matte surfaces around the same content — a faint double hairline / nested radius (amateur foundation tell per C2 'nothing visibly misaligned', 'border OR shadow at rest').",Drop the outer Surface wrapper around the DataTable (or render the DataTable with a border-less variant). The table owns its own surface chrome.,,,low,no,,
P097,Development Plans,coach,Squint test — two co-equal header actions,low,ui-foundation,False,2,Exactly one obvious primary action per screen; repeated create CTAs visually subordinated.,src/components/fairway/pages/coachhelm/PlayersGridView.tsx:645-666,"headerActions places the Roster/Focus-areas Segmented control directly beside a primary 'New focus area' Button (both size=""sm""). On the focus-area board empty state there is ALSO a primary 'New focus area' button (L917), and the RosterHealthHeader rows each carry an 'Add focus area' ghost button (L1067). Multiple same-label create affordances at similar weight blur the single-primary-action squint test (C1).","Keep one clearly dominant 'New focus area' primary; demote/secondary the repeated create affordances or differentiate them (e.g. the per-player 'Add' stays ghost, the global create stays primary, and avoid a second primary inside the empty board when the header already has one).",,,low,no,,
P098,Development Plans,coach,"Roster table — mobile 6-column horizontal scroll, no responsive collapse",medium,mobile,False,2,Mobile users can read the full roster snapshot without horizontal scrolling.,"src/components/fairway/pages/coachhelm/PlayersGridView.tsx:520-641, 717-749 + data-table.tsx:329-336","The roster table defines 6 columns (player, rounds, avg_score, trend, areas, goals) with no column hiding at small breakpoints. DataTable's container is `overflow-x-auto` (data-table.tsx L330), so on a phone the table simply scrolls horizontally — 6 columns + a row-actions column cannot fit a 360px viewport, forcing side-scroll to read trend/areas/goals. The DoE bar (E RESPONSIVE: 'no horizontal scroll', 'mobile parity not just renders') is not met for the table.","Provide a responsive treatment for narrow viewports: hide lower-priority columns (rounds/best/goals) behind a breakpoint via column meta, or render a stacked card list on mobile. The redesign already does card layouts elsewhere; the roster needs a phone-first variant.",,,medium,no,,
